case_id,reported_at,missing_person_name,gender,age_band,state,district,language,last_seen_location,reporting_center,reporter_mobile,physical_description,status,resolution_hours,is_duplicate_report,remarks
KMP-2027-00265,2027-08-19 08:16,,Female,61-70,Maharashtra,Solapur,Marathi,Ahilyadevi Holkar Bridge,Tapovan Center,+91 9070957355,"white dhoti and kurta, wears thick glasses",Reunited,9.1,False,
KMP-2027-01945,2027-09-13 18:46,Sai Bhosale,Male,71-80,Maharashtra,Ahmednagar,Marathi,Tapovan,Ramkund LF Center,+91 9025861374,,Unresolved,,False,Got separated in snan crowd.
KMP-2027-02320,2027-08-19 14:30,,Male,61-70,Maharashtra,Aurangabad,Marathi,Trimbakeshwar Temple,Kushavarta Center,+91 9811870518,"white dhoti and kurta, short grey hair",Reunited,8.2,False,"Came by group bus, lost the group."
KMP-2027-01066,2027-07-20 04:04,Kamla Pawar,Female,71-80,Maharashtra,Nagpur,Marathi,CBS Bus Stand,Panchavati Center,+91 9873462135,"red sari with gold border, hard of hearing",Transferred to hospital,1.7,False,Announced on PA system.
KMP-2027-01955,2027-08-04 11:17,Sneha Deshmukh,Female,80+,Madhya Pradesh,Ujjain,Hindi,Saptashrungi Base,CBS Help Center,,,Reunited,6.1,False,Cross-checked at adjacent center.
KMP-2027-01881,2027-08-19 08:56,Sai Kulkarni,Male,71-80,Maharashtra,Nagpur,Marathi,Nashik Road Railway Station,Tapovan Center,+91 9459938156,"cream kurta, wears thick glasses",Reunited,8.1,False,Phone switched off.
KMP-2027-01927,2027-09-02 15:26,Janabai Kale,Female,18-40,Maharashtra,Ahmednagar,Marathi,Trimbakeshwar Temple,Ramkund LF Center,+91 9898220281,"orange saree, tulsi mala around neck",Reunited,4.2,False,Possible match flagged for review.
KMP-2027-01009,2027-08-04 14:53,Aarav Patil,Male,80+,Maharashtra,Thane,Marathi,Kalaram Temple,Sadhugram Center,,"maroon saree, walks with a cane",Reunited,0.5,False,Volunteer escorting to help desk.
KMP-2027-01052,2027-07-15 06:43,Arun Chavan,Male,61-70,Rajasthan,Jaipur,Hindi,Trimbakeshwar Temple,Nashik Road Center,+91 9993728062,"white dhoti and kurta, limps on right leg",Reunited,8.4,False,
KMP-2027-01438,2027-08-15 02:20,,Female,61-70,Tamil Nadu,Madurai,Tamil,Trimbakeshwar Temple,CBS Help Center,+91 9436272178,"black shawl, walks with a cane",Pending,,False,"Came by group bus, lost the group."
KMP-2027-01069,2027-08-04 16:00,Radha Pawar,Female,61-70,Maharashtra,Solapur,Marathi,Goda Ghat,Tapovan Center,+91 9930537906,"white dhoti and kurta, short grey hair",Reunited,1.3,False,Possible match flagged for review.
KMP-2027-01324,2027-09-02 15:44,,Male,41-60,Uttar Pradesh,Lucknow,Hindi,Kalaram Temple,Trimbak Gate Center,+91 7317122575,"yellow blouse, has a tilak on forehead",Reunited,4,False,Possible match flagged for review.
KMP-2027-00776,2027-09-11 07:42,Kamla Das,Female,41-60,Maharashtra,Nashik,Marathi,Nashik Road Railway Station,Ramkund LF Center,+91 9410558835,"yellow blouse, limps on right leg",Reunited,5.8,False,"Family frantic, last dip together."
KMP-2027-01731,2027-08-26 10:14,Sai Patil,Male,13-17,Maharashtra,Pune,Marathi,Ahilyadevi Holkar Bridge,Ramkund LF Center,+91 9890453710,"grey sweater, wears thick glasses",Reunited,9.4,False,Volunteer escorting to help desk.
KMP-2027-00189,2027-08-04 14:44,Aarav Kumar,Male,71-80,Madhya Pradesh,Indore,Hindi,Ramkund,Panchavati Center,+91 9062000646,"white dhoti and kurta, walks with a cane",Pending,,True,Possible match flagged for review.
KMP-2027-00867,2027-08-19 06:12,Lakshmi Kumar,Female,18-40,Uttar Pradesh,Varanasi,Hindi,Kalaram Temple,Panchavati Center,,,Reunited,2.5,False,
KMP-2027-00192,2027-07-25 19:31,Aarav Pawar,Male,18-40,Rajasthan,Jaipur,Hindi,Sadhugram,Trimbak Gate Center,,,Pending,,True,Logged at second center; same person suspected.
KMP-2027-00663,2027-09-02 11:45,Vitthal Bhosale,Male,41-60,Maharashtra,Pune,Marathi,Dudhsagar Falls Road,Ramkund LF Center,+91 9838984987,"black shawl, short grey hair",Reunited,2.8,False,"Came by group bus, lost the group."
KMP-2027-02063,2027-08-04 08:23,Parvati Deshmukh,Female,41-60,Maharashtra,Nashik,Marathi,Goda Ghat,Kushavarta Center,+91 9939465513,"maroon saree, limps on right leg",Reunited,7.9,False,Announced on PA system.
KMP-2027-00308,2027-08-17 22:42,Sunil Kale,Male,80+,Maharashtra,Solapur,Marathi,Goda Ghat,Trimbak Gate Center,,"green saree, silver anklets",Reunited,6.2,False,
KMP-2027-01762,2027-09-02 04:01,Kishan Bhosale,Male,61-70,Maharashtra,Jalgaon,Marathi,Ahilyadevi Holkar Bridge,Trimbak Gate Center,,"yellow blouse, wears thick glasses",Reunited,3.5,False,"Came by group bus, lost the group."
KMP-2027-01833,2027-09-02 09:30,Lakshmi Patil,Female,18-40,Maharashtra,Thane,Marathi,Goda Ghat,Kushavarta Center,+91 7334782610,"grey sweater, carries a cloth bag",Reunited,8.5,False,
KMP-2027-02266,2027-08-22 13:09,Radha More,Female,41-60,Gujarat,Rajkot,Gujarati,Sadhugram,Ramkund LF Center,,"red sari with gold border, short grey hair",Reunited,6.2,False,
KMP-2027-00588,2027-09-11 08:20,Sopan Kale,Male,41-60,Maharashtra,Nagpur,Marathi,Sita Gufa,Panchavati Center,,"cream kurta, walks with a cane",Reunited,5.4,False,Cross-checked at adjacent center.
KMP-2027-00904,2027-08-14 20:04,Anjali Sharma,Female,71-80,Maharashtra,Ahmednagar,Marathi,Gangapur Road Ghat,Ramkund LF Center,+91 9814829168,"green saree, carries a cloth bag",Reunited,7.9,False,Volunteer escorting to help desk.
KMP-2027-00356,2027-09-08 11:44,Janabai Patil,Female,0-12,Karnataka,Hubballi,Kannada,Ahilyadevi Holkar Bridge,Panchavati Center,+91 7357815910,,Pending,,False,Announced on PA system.
KMP-2027-00751,2027-08-19 08:29,,Female,61-70,Maharashtra,Thane,Marathi,Goda Ghat,Sadhugram Center,+91 9819216746,"grey sweater, walks with a cane",Pending,,False,Announced on PA system.
KMP-2027-02012,2027-08-07 09:19,Sopan Kale,Male,61-70,Uttar Pradesh,Lucknow,Hindi,CBS Bus Stand,Panchavati Center,+91 9485805777,"maroon saree, wears thick glasses",Reunited,5.8,False,Volunteer escorting to help desk.
KMP-2027-01139,2027-09-14 18:43,Sunita Bhosale,Female,61-70,Maharashtra,Nagpur,Marathi,Saptashrungi Base,Trimbak Gate Center,+91 9050990650,"black shawl, walks with a cane",Reunited,0.9,False,Announced on PA system.
KMP-2027-00301,2027-09-02 11:07,Sai Joshi,Male,0-12,Rajasthan,Udaipur,Hindi,Sita Gufa,Nashik Road Center,+91 9978584327,,Pending,,False,Announced on PA system.
KMP-2027-00365,2027-08-04 09:53,,Male,80+,Maharashtra,Nagpur,Marathi,CBS Bus Stand,Tapovan Center,+91 7038997134,"orange saree, tulsi mala around neck",Reunited,8.3,False,
KMP-2027-00253,2027-08-04 11:12,,Male,41-60,Maharashtra,Ahmednagar,Marathi,CBS Bus Stand,Tapovan Center,,,Reunited,4.3,False,Cross-checked at adjacent center.
KMP-2027-02317,2027-09-11 16:56,Sushila Shinde,Female,13-17,Madhya Pradesh,Gwalior,Hindi,Mukti Dham,Nashik Road Center,+91 7329677250,"orange saree, silver anklets",Reunited,2.4,False,Announced on PA system.
KMP-2027-00457,2027-07-25 22:52,Sarla Kale,Female,41-60,Maharashtra,Nashik,Marathi,Tapovan,Kushavarta Center,+91 7078163523,"white dhoti and kurta, speaks little Hindi",Reunited,6.6,False,Possible match flagged for review.
KMP-2027-01170,2027-08-04 13:48,Kavita More,Female,18-40,Maharashtra,Thane,Marathi,Gangapur Road Ghat,Sadhugram Center,+91 9886660590,"cream kurta, short grey hair",Reunited,7.3,False,Got separated in snan crowd.
KMP-2027-01467,2027-09-11 03:37,Namdev Das,Male,61-70,Madhya Pradesh,Bhopal,Hindi,Saptashrungi Base,Panchavati Center,+91 9974782132,"yellow blouse, walks with a cane",Reunited,3.9,False,Announced on PA system.
KMP-2027-00979,2027-08-04 09:53,Anil Kumar,Male,61-70,Maharashtra,Solapur,Marathi,Nashik Road Railway Station,Panchavati Center,+91 9433948664,"white dhoti and kurta, tulsi mala around neck",Transferred to hospital,4,False,Cross-checked at adjacent center.
KMP-2027-00202,2027-08-09 09:25,,Female,41-60,Madhya Pradesh,Indore,Hindi,Nashik Road Railway Station,Panchavati Center,+91 7367072790,"orange saree, carries a cloth bag",Reunited,7.6,False,Got separated in snan crowd.
KMP-2027-01844,2027-09-08 02:33,Ganpat Yadav,Male,41-60,Maharashtra,Ahmednagar,Marathi,CBS Bus Stand,CBS Help Center,+91 9429191162,"yellow blouse, walks with a cane",Reunited,4.9,False,"Family frantic, last dip together."
KMP-2027-00355,2027-07-24 04:15,Vitthal Kale,Male,41-60,Maharashtra,Aurangabad,Marathi,Panchavati,Nashik Road Center,+91 9949686825,,Reunited,7.8,False,"Came by group bus, lost the group."
KMP-2027-00685,2027-09-08 22:29,Meena Kulkarni,Female,61-70,Maharashtra,Aurangabad,Marathi,Kushavarta Kund,CBS Help Center,+91 9881178544,"yellow blouse, limps on right leg",Reunited,2.1,False,"Family frantic, last dip together."
KMP-2027-00369,2027-08-04 08:17,Sopan More,Male,13-17,Maharashtra,Jalgaon,Marathi,Dudhsagar Falls Road,Sadhugram Center,+91 9028534200,"red sari with gold border, has a tilak on forehead",Reunited,4.2,False,
KMP-2027-01653,2027-08-04 09:57,Anil Reddy,Male,71-80,Uttar Pradesh,Kanpur,Hindi,Ramkund,Kushavarta Center,+91 7347548775,"grey sweater, short grey hair",Reunited,1.3,False,Volunteer escorting to help desk.
KMP-2027-00656,2027-08-06 15:02,Rukmini Jadhav,Female,61-70,Maharashtra,Solapur,Marathi,Dudhsagar Falls Road,Ramkund LF Center,+91 9016637970,,Pending,,False,Got separated in snan crowd.
KMP-2027-00326,2027-09-11 15:59,Vitthal Patil,Male,71-80,Madhya Pradesh,Indore,Hindi,Goda Ghat,Ramkund LF Center,+91 8873546642,"black shawl, tulsi mala around neck",Unresolved,,False,Phone switched off.
KMP-2027-01262,2027-07-18 00:15,Savita Verma,Female,18-40,Maharashtra,Nagpur,Marathi,Kalaram Temple,Kushavarta Center,+91 8815166558,"grey sweater, silver anklets",Reunited,2,False,Volunteer escorting to help desk.
KMP-2027-01449,2027-07-19 13:10,Eknath More,Male,13-17,Maharashtra,Ahmednagar,Marathi,Kushavarta Kund,Tapovan Center,+91 9063379889,"red sari with gold border, tulsi mala around neck",Pending,,False,Possible match flagged for review.
KMP-2027-00335,2027-09-11 13:09,Sunil Shinde,Male,18-40,Maharashtra,Thane,Marathi,Sita Gufa,Panchavati Center,,"blue checked shirt, limps on right leg",Reunited,4.5,False,"Family frantic, last dip together."
KMP-2027-02116,2027-08-13 06:49,Sushila Shinde,Female,41-60,Maharashtra,Nagpur,Marathi,Dudhsagar Falls Road,Nashik Road Center,,"maroon saree, tulsi mala around neck",Reunited,1.6,False,"Came by group bus, lost the group."
KMP-2027-00474,2027-08-31 11:18,Ganpat Yadav,Male,18-40,Maharashtra,Thane,Marathi,Trimbakeshwar Temple,Sadhugram Center,+91 9091400000,"cream kurta, carries a cloth bag",Reunited,8.5,False,
KMP-2027-01171,2027-08-11 19:26,,Female,71-80,Uttar Pradesh,Varanasi,Hindi,Ahilyadevi Holkar Bridge,Panchavati Center,+91 8882737355,"green saree, hard of hearing",Reunited,2.6,False,Possible match flagged for review.
KMP-2027-00323,2027-08-19 12:42,Meena Yadav,Female,61-70,Madhya Pradesh,Indore,Hindi,CBS Bus Stand,Kushavarta Center,+91 7335534120,,Reunited,0.6,False,Phone switched off.
KMP-2027-00924,2027-09-09 03:43,Sushila Verma,Female,41-60,Maharashtra,Jalgaon,Marathi,Ramkund,Ramkund LF Center,,"yellow blouse, carries a cloth bag",Reunited,7.2,False,"Family frantic, last dip together."
KMP-2027-00319,2027-08-02 15:47,Kavita Joshi,Female,18-40,Maharashtra,Thane,Marathi,Kalaram Temple,Panchavati Center,,,Reunited,2.9,False,Possible match flagged for review.
KMP-2027-00182,2027-09-02 07:56,,Male,80+,Madhya Pradesh,Indore,Hindi,Gangapur Road Ghat,Kushavarta Center,,"orange saree, limps on right leg",Transferred to hospital,6.3,True,Logged at second center; same person suspected.
KMP-2027-01367,2027-08-29 19:13,Sunita Kulkarni,Female,71-80,Rajasthan,Jodhpur,Hindi,Kalaram Temple,Trimbak Gate Center,+91 8856405626,"green saree, has a tilak on forehead",Reunited,4.5,False,
KMP-2027-00379,2027-09-05 16:48,Anjali Yadav,Female,80+,Maharashtra,Thane,Marathi,Sita Gufa,Kushavarta Center,+91 7014092507,"green saree, limps on right leg",Reunited,2.2,False,"Family frantic, last dip together."
KMP-2027-02412,2027-09-02 03:55,Anil Sharma,Male,18-40,Maharashtra,Ahmednagar,Marathi,Panchavati,Tapovan Center,+91 7021653215,"green saree, walks with a cane",Reunited,2.8,False,Announced on PA system.
KMP-2027-02358,2027-09-13 06:45,,Male,61-70,Maharashtra,Nashik,Marathi,Kushavarta Kund,Trimbak Gate Center,+91 9070631693,"white dhoti and kurta, silver anklets",Reunited,7,False,Cross-checked at adjacent center.
KMP-2027-00634,2027-08-04 03:38,Gita Shinde,Female,61-70,Maharashtra,Nagpur,Marathi,Ramkund,Panchavati Center,+91 9994860437,"orange saree, has a tilak on forehead",Reunited,5.9,False,"Family frantic, last dip together."
KMP-2027-02435,2027-08-19 15:45,Anil Gaikwad,Male,41-60,Maharashtra,Pune,Marathi,Tapovan,Sadhugram Center,+91 8830875265,"maroon saree, silver anklets",Reunited,5.8,False,
KMP-2027-00577,2027-08-17 11:46,Kamla Sharma,Female,71-80,Maharashtra,Thane,Marathi,Mukti Dham,Ramkund LF Center,+91 9412876344,,Reunited,2.6,False,"Family frantic, last dip together."
KMP-2027-00513,2027-08-12 22:59,Namdev Joshi,Male,71-80,Telangana,Hyderabad,Telugu,Gangapur Road Ghat,Sadhugram Center,+91 9425551905,"grey sweater, wears thick glasses",Reunited,2.2,False,Possible match flagged for review.
KMP-2027-01266,2027-09-15 18:42,Ramesh Bhosale,Male,80+,Maharashtra,Ahmednagar,Marathi,Saptashrungi Base,Nashik Road Center,+91 7330606018,"green saree, has a tilak on forehead",Reunited,8.1,False,Announced on PA system.
KMP-2027-01333,2027-08-12 00:57,Radha Pawar,Female,13-17,Maharashtra,Jalgaon,Marathi,Kushavarta Kund,Nashik Road Center,+91 7393336497,"grey sweater, wears thick glasses",Pending,,False,Cross-checked at adjacent center.
KMP-2027-01559,2027-08-04 06:02,Tukaram More,Male,61-70,Maharashtra,Ahmednagar,Marathi,Sadhugram,Ramkund LF Center,,"black shawl, has a tilak on forehead",Reunited,6.1,False,Phone switched off.
KMP-2027-00367,2027-09-05 01:33,Sunita Joshi,Female,61-70,Maharashtra,Jalgaon,Marathi,Ahilyadevi Holkar Bridge,Sadhugram Center,,"black shawl, tulsi mala around neck",Reunited,9.4,False,"Came by group bus, lost the group."
KMP-2027-01473,2027-07-21 01:18,,Female,18-40,Karnataka,Hubballi,Kannada,Panchavati,Nashik Road Center,+91 9446913380,"grey sweater, tulsi mala around neck",Reunited,4.1,False,Possible match flagged for review.
KMP-2027-01981,2027-07-28 08:38,,Female,41-60,Karnataka,Bengaluru,Kannada,Nashik Road Railway Station,Tapovan Center,+91 9099883859,"maroon saree, silver anklets",Reunited,4.8,False,"Came by group bus, lost the group."
KMP-2027-00872,2027-08-23 12:17,Sai Patil,Male,61-70,Maharashtra,Jalgaon,Marathi,Sita Gufa,Kushavarta Center,,,Reunited,3,False,"Family frantic, last dip together."
KMP-2027-00428,2027-09-12 08:41,Aarav Pawar,Male,61-70,Maharashtra,Nashik,Marathi,Kalaram Temple,Tapovan Center,+91 9031880056,"maroon saree, wears thick glasses",Reunited,6.1,False,"Family frantic, last dip together."
KMP-2027-00564,2027-08-10 06:26,Anil Gaikwad,Male,80+,Maharashtra,Pune,Marathi,Goda Ghat,Trimbak Gate Center,+91 9851990478,"orange saree, limps on right leg",Reunited,8.1,False,"Family frantic, last dip together."
KMP-2027-00623,2027-07-31 01:35,Kamla Kale,Female,0-12,Maharashtra,Solapur,Marathi,Goda Ghat,Tapovan Center,+91 7311840791,"blue checked shirt, hard of hearing",Reunited,7.9,False,
KMP-2027-01381,2027-09-15 00:56,Indira Kulkarni,Female,71-80,Maharashtra,Jalgaon,Marathi,Ahilyadevi Holkar Bridge,Sadhugram Center,+91 9415020863,,Reunited,4.2,False,Phone switched off.
KMP-2027-01600,2027-07-22 13:59,Kamla Kale,Female,18-40,Maharashtra,Nagpur,Marathi,Sita Gufa,Trimbak Gate Center,+91 9474343358,,Reunited,6.5,False,Cross-checked at adjacent center.
KMP-2027-00046,2027-08-04 06:45,,Female,18-40,Uttar Pradesh,Prayagraj,Hindi,Goda Ghat,Panchavati Center,,"blue checked shirt, wears thick glasses",Reunited,1,True,Logged at second center; same person suspected.
KMP-2027-01890,2027-08-19 05:04,Kavita Chavan,Female,61-70,Maharashtra,Nagpur,Marathi,Tapovan,Panchavati Center,,"cream kurta, hard of hearing",Reunited,6.8,False,Phone switched off.
KMP-2027-01045,2027-08-15 06:14,Kamla Sawant,Female,71-80,Maharashtra,Pune,Marathi,Ramkund,Ramkund LF Center,,"orange saree, speaks little Hindi",Reunited,3.1,False,Announced on PA system.
KMP-2027-01272,2027-09-15 17:07,,Female,61-70,Maharashtra,Aurangabad,Marathi,Panchavati,CBS Help Center,+91 9934711554,,Reunited,3.2,False,Cross-checked at adjacent center.
KMP-2027-00433,2027-09-06 18:12,Sunil Bhosale,Male,71-80,Madhya Pradesh,Gwalior,Hindi,Saptashrungi Base,Ramkund LF Center,+91 8810300615,"green saree, wears thick glasses",Reunited,1.4,False,Phone switched off.
KMP-2027-01057,2027-09-12 19:37,,Male,61-70,Karnataka,Hubballi,Kannada,Ahilyadevi Holkar Bridge,Tapovan Center,+91 9829995973,"yellow blouse, wears thick glasses",Transferred to hospital,1.9,False,Volunteer escorting to help desk.
KMP-2027-00546,2027-08-19 04:42,Savita Verma,Female,61-70,Maharashtra,Jalgaon,Marathi,Goda Ghat,Nashik Road Center,+91 9054470555,"grey sweater, has a tilak on forehead",Reunited,4.7,False,Possible match flagged for review.
KMP-2027-02006,2027-08-04 05:50,Savita Bhosale,Female,18-40,Maharashtra,Thane,Marathi,Kalaram Temple,Trimbak Gate Center,+91 9897535842,"white dhoti and kurta, carries a cloth bag",Reunited,4.2,False,Cross-checked at adjacent center.
KMP-2027-00175,2027-09-11 14:02,Sunita Das,Female,0-12,Maharashtra,Nagpur,Marathi,Saptashrungi Base,CBS Help Center,+91 7396401897,"yellow blouse, walks with a cane",Reunited,,True,Possible match flagged for review.
KMP-2027-02475,2027-08-14 03:19,,Unknown,13-17,Gujarat,Rajkot,Gujarati,Goda Ghat,Trimbak Gate Center,+91 9061543095,"red sari with gold border, speaks little Hindi",Reunited,1.7,False,Volunteer escorting to help desk.
KMP-2027-01823,2027-09-02 09:35,Shanta Patil,Female,13-17,Maharashtra,Aurangabad,Marathi,Ramkund,Ramkund LF Center,+91 7376897819,"white dhoti and kurta, tulsi mala around neck",Reunited,9.1,False,"Family frantic, last dip together."
KMP-2027-02033,2027-09-14 05:11,,Female,71-80,Uttar Pradesh,Kanpur,Hindi,Panchavati,Ramkund LF Center,+91 9424285091,,Transferred to hospital,1.3,False,"Family frantic, last dip together."
KMP-2027-01996,2027-07-16 04:41,Kavita Sharma,Female,0-12,Maharashtra,Jalgaon,Marathi,Kushavarta Kund,Sadhugram Center,+91 9954114527,"grey sweater, carries a cloth bag",Reunited,1.3,False,Got separated in snan crowd.
KMP-2027-01458,2027-07-30 14:27,Lakshmi Pawar,Female,41-60,Maharashtra,Aurangabad,Marathi,Saptashrungi Base,Kushavarta Center,+91 9837758868,"yellow blouse, carries a cloth bag",Reunited,9.3,False,Possible match flagged for review.
KMP-2027-02272,2027-08-19 15:02,,Male,61-70,Uttar Pradesh,Lucknow,Hindi,Kalaram Temple,Kushavarta Center,,"white dhoti and kurta, wears thick glasses",Reunited,2.8,False,"Came by group bus, lost the group."
KMP-2027-00483,2027-09-02 09:34,,Male,61-70,Maharashtra,Ahmednagar,Marathi,Sita Gufa,Sadhugram Center,+91 9962389294,"yellow blouse, limps on right leg",Reunited,8.3,False,Got separated in snan crowd.
KMP-2027-00166,2027-09-11 06:35,,Female,61-70,Rajasthan,Udaipur,Hindi,Nashik Road Railway Station,Trimbak Gate Center,,"cream kurta, wears thick glasses",Pending,,True,Logged at second center; same person suspected.
KMP-2027-00443,2027-07-29 08:43,Arun Sharma,Male,18-40,Maharashtra,Solapur,Marathi,Mukti Dham,Nashik Road Center,,,Pending,,False,Announced on PA system.
KMP-2027-01263,2027-08-28 08:46,Suresh Patil,Male,61-70,Maharashtra,Nashik,Marathi,Panchavati,CBS Help Center,,,Reunited,4.3,False,Phone switched off.
KMP-2027-00456,2027-09-02 14:15,,Female,41-60,Madhya Pradesh,Ujjain,Hindi,Sita Gufa,Sadhugram Center,+91 9882443834,"cream kurta, limps on right leg",Reunited,8.5,False,Cross-checked at adjacent center.
KMP-2027-01335,2027-07-26 12:17,,Female,80+,Madhya Pradesh,Bhopal,Hindi,Kushavarta Kund,Sadhugram Center,+91 7087424325,"blue checked shirt, carries a cloth bag",Reunited,2.5,False,"Came by group bus, lost the group."
KMP-2027-01426,2027-07-21 13:44,Ganpat Joshi,Male,13-17,Rajasthan,Jaipur,Hindi,Tapovan,Nashik Road Center,+91 7375588947,"red sari with gold border, tulsi mala around neck",Reunited,2.8,False,Cross-checked at adjacent center.
KMP-2027-00611,2027-08-30 20:52,Meena Kulkarni,Unknown,71-80,Maharashtra,Pune,Marathi,Tapovan,Sadhugram Center,+91 9891791084,"black shawl, limps on right leg",Reunited,5.2,False,Announced on PA system.
KMP-2027-01310,2027-08-19 08:43,Anjali Sawant,Female,18-40,Tamil Nadu,Madurai,Tamil,Ramkund,Kushavarta Center,+91 9967240351,,Reunited,8,False,Got separated in snan crowd.
KMP-2027-00170,2027-09-02 17:08,,Male,41-60,Gujarat,Ahmedabad,Gujarati,Mukti Dham,Nashik Road Center,,"red sari with gold border, hard of hearing",Pending,,True,Logged at second center; same person suspected.
KMP-2027-00001,2027-08-19 16:05,Mahesh Deshmukh,Male,80+,Maharashtra,Nashik,Marathi,Sita Gufa,Sadhugram Center,+91 9832325906,,Reunited,,True,Possible match flagged for review.
KMP-2027-00043,2027-07-27 02:53,Kamla Joshi,Female,13-17,Maharashtra,Pune,Marathi,Ahilyadevi Holkar Bridge,Sadhugram Center,+91 8817672223,"grey sweater, walks with a cane",Reunited,,True,Possible match flagged for review.
KMP-2027-02062,2027-07-15 13:23,Gita Kumar,Female,61-70,Rajasthan,Udaipur,Hindi,Saptashrungi Base,Panchavati Center,+91 7017798402,"yellow blouse, limps on right leg",Reunited,0.8,False,Cross-checked at adjacent center.
KMP-2027-00408,2027-09-11 04:49,Indira Joshi,Female,71-80,Maharashtra,Pune,Marathi,Saptashrungi Base,Nashik Road Center,+91 8885615500,,Reunited,6,False,Possible match flagged for review.
KMP-2027-00045,2027-08-04 06:45,,Female,18-40,Uttar Pradesh,Prayagraj,Hindi,Trimbakeshwar Temple,Kushavarta Center,+91 7050794019,"blue checked shirt, wears thick glasses",Reunited,,True,Possible match flagged for review.
KMP-2027-01256,2027-08-04 03:30,Prakash More,Male,61-70,Rajasthan,Jodhpur,Hindi,Kalaram Temple,Tapovan Center,,"orange saree, short grey hair",Reunited,6.1,False,
KMP-2027-00125,2027-09-12 04:12,Shanta Sharma,Female,61-70,Karnataka,Bengaluru,Kannada,Trimbakeshwar Temple,CBS Help Center,,"grey sweater, has a tilak on forehead",Pending,,True,Possible match flagged for review.
KMP-2027-00195,2027-08-24 11:24,Savita Pawar,Female,71-80,Telangana,Hyderabad,Telugu,Ramkund,Tapovan Center,+91 9967617584,,Pending,,True,Possible match flagged for review.
KMP-2027-00757,2027-09-11 16:18,Suresh Verma,Male,61-70,Madhya Pradesh,Indore,Hindi,Sita Gufa,Panchavati Center,+91 9098087016,"red sari with gold border, hard of hearing",Reunited,6.5,False,Cross-checked at adjacent center.
KMP-2027-02198,2027-09-11 16:14,Mangala Joshi,Female,61-70,Rajasthan,Jodhpur,Hindi,Gangapur Road Ghat,Panchavati Center,+91 7370378518,"blue checked shirt, has a tilak on forehead",Reunited,7.5,False,Phone switched off.
KMP-2027-01888,2027-08-10 20:57,,Female,71-80,Madhya Pradesh,Bhopal,Hindi,Gangapur Road Ghat,Nashik Road Center,+91 7087840778,"blue checked shirt, walks with a cane",Reunited,5.5,False,Cross-checked at adjacent center.
KMP-2027-01570,2027-08-19 08:31,Sunita Joshi,Female,0-12,Maharashtra,Jalgaon,Marathi,Ramkund,Sadhugram Center,+91 9021370855,"grey sweater, wears thick glasses",Reunited,7.4,False,Possible match flagged for review.
KMP-2027-00939,2027-08-28 01:36,,Female,61-70,Rajasthan,Jaipur,Hindi,Dudhsagar Falls Road,CBS Help Center,,"black shawl, carries a cloth bag",Reunited,8.7,False,
KMP-2027-00720,2027-09-11 05:08,Kamla Gaikwad,Female,61-70,Gujarat,Rajkot,Gujarati,Sadhugram,Panchavati Center,,"red sari with gold border, carries a cloth bag",Pending,,False,Announced on PA system.
KMP-2027-02082,2027-08-04 09:52,Gita Bhosale,Female,80+,Telangana,Hyderabad,Telugu,Gangapur Road Ghat,Panchavati Center,+91 8838603672,,Reunited,2,False,
KMP-2027-00840,2027-08-19 04:51,Sushila Yadav,Female,61-70,Gujarat,Ahmedabad,Gujarati,Kushavarta Kund,Panchavati Center,+91 8890117243,,Reunited,1.6,False,Volunteer escorting to help desk.
KMP-2027-00996,2027-08-26 08:54,Sneha Verma,Female,41-60,Karnataka,Bengaluru,Kannada,Nashik Road Railway Station,Kushavarta Center,,"cream kurta, silver anklets",Reunited,2.9,False,Volunteer escorting to help desk.
KMP-2027-01299,2027-08-19 14:39,Prakash Kale,Male,41-60,Maharashtra,Solapur,Marathi,Sadhugram,Ramkund LF Center,+91 9883894547,,Reunited,4.9,False,Volunteer escorting to help desk.
KMP-2027-00803,2027-08-17 05:42,Radha Patil,Female,41-60,Maharashtra,Nashik,Marathi,Goda Ghat,Trimbak Gate Center,+91 9833377012,"green saree, walks with a cane",Reunited,8,False,Phone switched off.
KMP-2027-02009,2027-07-24 08:49,Anjali Yadav,Female,41-60,Maharashtra,Jalgaon,Marathi,Panchavati,Sadhugram Center,+91 9810113150,,Reunited,1.3,False,Cross-checked at adjacent center.
KMP-2027-01634,2027-09-12 13:19,Parvati Joshi,Female,61-70,Maharashtra,Solapur,Marathi,Sadhugram,Trimbak Gate Center,+91 9077280003,,Reunited,7.7,False,Got separated in snan crowd.
KMP-2027-02139,2027-08-19 04:49,Sai Jadhav,Male,61-70,Tamil Nadu,Madurai,Tamil,Dudhsagar Falls Road,Tapovan Center,+91 9020821025,"maroon saree, short grey hair",Reunited,8.3,False,Possible match flagged for review.
KMP-2027-00027,2027-09-02 12:18,Eknath More,Male,71-80,Uttar Pradesh,Prayagraj,Hindi,Tapovan,Ramkund LF Center,+91 9011176190,"cream kurta, short grey hair",Pending,,True,Possible match flagged for review.
KMP-2027-01706,2027-08-27 13:49,Vitthal Sawant,Male,61-70,Maharashtra,Ahmednagar,Marathi,Panchavati,Tapovan Center,,"blue checked shirt, carries a cloth bag",Reunited,8.3,False,Announced on PA system.
